#This data comes from Nasdaq.com, its a concatenation of AMEX, NASDAQ, and NYSE listed tickers from early 2018

Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
INTU,Intuit Inc.,223.27,57753612597,n/a,1993,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/intu
INTX,"Intersections, Inc.",3.6,87683425.2,n/a,2004,Technology,EDP Services,https://www.nasdaq.com/symbol/intx
INUV,"Inuvo, Inc",1.21,38968530.37,n/a,n/a,Consumer Services,Advertising,https://www.nasdaq.com/symbol/inuv
INVA,"Innoviva, Inc.",16.7,1687363107,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/inva
INVE,"Identiv, Inc.",5.98,94364471.76,n/a,n/a,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/inve
INVH,Invitation Homes Inc.,21.67,11280970789,n/a,2017,Finance,Real Estate,https://www.nasdaq.com/symbol/invh
INWK,"InnerWorkings, Inc.",7.07,368849677,n/a,2006,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/inwk
INXN,InterXion Holding N.V.,62.12,4452326760,n/a,2011,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/inxn
IO,Ion Geophysical Corporation,11.22,157113648.8,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/io
IONS,"Ionis Pharmaceuticals, Inc.",52.78,7245316811,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ions
IOR,"Income Opportunity Realty Investors, Inc.",12.1402,50602951.6,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ior
IOSP,Innospec Inc.,76.29,1862732573,n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/iosp
IOTS,Adesto Technologies Corporation,5.28,154537585,n/a,2015,Technology,Semiconductors,https://www.nasdaq.com/symbol/iots
IOVA,"Iovance Biotherapeutics, Inc.",9.63,1164191587,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/iova
IP,International Paper Company,46.99,19032287805,n/a,n/a,Basic Industries,Paper,https://www.nasdaq.com/symbol/ip
IPAR,"Inter Parfums, Inc.",60.6,1898830825,n/a,n/a,Consumer Non-Durables,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/ipar
IPB,"Merrill Lynch & Co., Inc. 6.0518% Index Plus Trust Certificate",26.68,0,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/ipb
IPCI,Intellipharmaceutics International Inc.,0.529,3771249.464,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ipci
IPDN,"Professional Diversity Network, Inc.",2.42,11716197.68,n/a,2013,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/ipdn
IPG,"Interpublic Group of Companies, Inc. (The)",23.92,9193687880,n/a,n/a,Technology,Advertising,https://www.nasdaq.com/symbol/ipg
IPGP,IPG Photonics Corporation,140.96,7527288104,n/a,2006,Technology,Semiconductors,https://www.nasdaq.com/symbol/ipgp
IPHI,Inphi Corporation,35.98,1577740774,n/a,2010,Technology,Semiconductors,https://www.nasdaq.com/symbol/iphi
IPHS,"Innophos Holdings, Inc.",30.79,603990310.8,n/a,2006,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/iphs
IPI,"Intrepid Potash, Inc",4.34,569003946,n/a,2008,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/ipi
IPIC,iPic Entertainment Inc.,4.95,56611808.55,n/a,2018,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/ipic
IPKW,Invesco International BuyBack Achievers ETF,31.83,249865500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ipkw
IPL^D,Interstate Power and Light Company,24.48,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ipl^d
IPOA,Social Capital Hedosophia Holdings Corp.,9.94,199870289.5,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/ipoa
IPOA.U,Social Capital Hedosophia Holdings Corp.,n/a,0,n/a,2017,n/a,n/a,https://www.nasdaq.com/symbol/ipoa.u
IPOA.WS,Social Capital Hedosophia Holdings Corp.,n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ipoa.ws
IPWR,Ideal Power Inc.,0.559,7826191.178,n/a,2013,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/ipwr
IQ,"iQIYI, Inc.",20.86,2808724426,134646425,2018,Consumer Services,Consumer Electronics/Video Chains,https://www.nasdaq.com/symbol/iq
IQI,Invesco Quality Municipal Income Trust,11.25,594942716.3,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/iqi
IQV,"IQVIA Holdings, Inc.",125.69,25427876459,n/a,2013,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/iqv
IR,Ingersoll-Rand plc (Ireland),103.55,25437708519,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/ir
IRBT,iRobot Corporation,99.83,2763968153,n/a,2005,Consumer Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/irbt
IRCP,IRSA Propiedades Comerciales S.A.,25,82680050,3307202,n/a,Consumer Services,Building operators,https://www.nasdaq.com/symbol/ircp
IRDM,Iridium Communications Inc,21.67,2412712533,n/a,n/a,Consumer Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/irdm
IRDMB,Iridium Communications Inc,678,339000000,n/a,n/a,Consumer Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/irdmb
IRET,Investors Real Estate Trust,5.47,653704105,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/iret
IRET^C,Investors Real Estate Trust,24.0165,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/iret^c
IRIX,IRIDEX Corporation,5.555,64794514.35,n/a,1996,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/irix
IRL,"New Ireland Fund, Inc. (The)",9.56,47625797.68,n/a,1990,n/a,n/a,https://www.nasdaq.com/symbol/irl
IRM,Iron Mountain Incorporated,32.29,9242030690,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/irm
IRMD,iRadimed Corporation,25.71,274586193.7,n/a,2014,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/irmd
IROQ,"IF Bancorp, Inc.",22.1085,85591023.77,n/a,2011,Finance,Savings Institutions,https://www.nasdaq.com/symbol/iroq
IRR,Voya Natural Resources Equity Income Fund,5.2,117745139.2,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/irr
IRS,IRSA Inversiones Y Representaciones S.A.,13.75,795680132.5,n/a,n/a,Consumer Services,Homebuilding,https://www.nasdaq.com/symbol/irs
IRT,"Independence Realty Trust, Inc.",9.99,888319581.2,n/a,2013,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/irt
IRTC,"iRhythm Technologies, Inc.",81.51,1971067077,n/a,2016,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/irtc
IRWD,"Ironwood Pharmaceuticals, Inc.",12.075,1849375774,n/a,2010,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/irwd
ISBC,"Investors Bancorp, Inc.",12.5,3651550675,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/isbc
ISCA,International Speedway Corporation,39.48,1741371759,n/a,1996,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/isca
ISD,"PGIM Short Duration High Yield Fund, Inc.",13.9,462268463.6,n/a,2012,n/a,n/a,https://www.nasdaq.com/symbol/isd
ISDR,Issuer Direct Corporation,12.2,37902618.4,n/a,n/a,Miscellaneous,Publishing,https://www.nasdaq.com/symbol/isdr
ISDS,Invesco Strategic Developed ex-US Small Company ETF,23.57,2357023.57,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/isds
ISDX,Invesco Strategic Developed ex-US ETF,24.06,2406024.06,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/isdx
ISEM,Invesco Strategic Emerging Markets ETF,25.76,2576025.76,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/isem
ISF,"ING Group, N.V.",25.36,0,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/isf
ISG,"ING Group, N.V.",25.34,0,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/isg
ISHG,iShares 1-3 Year International Treasury Bond ETF,80.19,76180500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ishg
ISIG,"Insignia Systems, Inc.",1.8645,22060266.18,n/a,1991,Consumer Services,Advertising,https://www.nasdaq.com/symbol/isig
ISNS,"Image Sensing Systems, Inc.",5.6274,29655323.17,n/a,1995,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/isns
ISR,"IsoRay, Inc.",0.4426,29800765.66,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/isr
ISRG,"Intuitive Surgical, Inc.",540.21,61692124615,n/a,2000,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/isrg
ISRL,"Isramco, Inc.",122.55,333047762.4,n/a,1983,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/isrl
ISSC,"Innovative Solutions and Support, Inc.",2.37,39912219.63,n/a,2000,Technology,EDP Services,https://www.nasdaq.com/symbol/issc
ISTB,iShares Core 1-5 Year USD Bond ETF,48.64,2227712000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/istb
ISTR,Investar Holding Corporation,24.97,238993912.7,n/a,2014,Finance,Major Banks,https://www.nasdaq.com/symbol/istr
IT,"Gartner, Inc.",146.78,13341306538,n/a,1993,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/it
ITCB,Ita? CorpBanca,14.4,4919104886,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/itcb
ITCI,Intra-Cellular Therapies Inc.,19.76,1081055215,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/itci
ITEQ,BlueStar Israel Technology ETF,34.4396,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/iteq
ITG,"Investment Technology Group, Inc.",30.08,992312609.3,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/itg
ITGR,Integer Holdings Corporation,88.38,2861981877,n/a,n/a,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/itgr
ITI,"Iteris, Inc.",4.64,154239107.7,n/a,n/a,Consumer Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/iti
ITIC,Investors Title Company,188,354686440,n/a,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/itic
ITP,"IT Tech Packaging, Inc.",0.8,17160252.8,n/a,n/a,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/itp
ITRI,"Itron, Inc.",55.82,2193692173,n/a,1993,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/itri
ITRM,Iterum Therapeutics plc,5.94,84106972.62,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/itrm
ITRN,Ituran Location and Control Ltd.,35.4528,743398631,n/a,2005,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/itrn
ITT,ITT Inc.,56.81,4976556000,n/a,2011,Capital Goods,Fluid Controls,https://www.nasdaq.com/symbol/itt
ITUB,Itau Unibanco Banco Holding SA,13.38,86648405171,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/itub
ITW,Illinois Tool Works Inc.,133.81,44398357511,n/a,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/itw
IUS,Invesco Strategic US ETF,24.503,2450324.503,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ius
IUSB,iShares Core Total USD Bond Market ETF,48.43,2285896000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/iusb
IUSG,iShares Core S&P U.S. Growth ETF,59.02,5335408000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/iusg
IUSS,Invesco Strategic US Small Company ETF,23.05,2305023.05,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/iuss
IUSV,iShares Core S&P U.S. Value ETF,55.26,4746834000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/iusv
IVAC,"Intevac, Inc.",5,114072465,n/a,1995,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/ivac
IVC,Invacare Corporation,7.5,249007777.5,n/a,n/a,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/ivc
IVENC,Ivy NextShares,100.02,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ivenc
IVFGC,Ivy NextShares,100.02,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ivfgc
IVFVC,Ivy NextShares,100.02,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ivfvc
IVH,Ivy High Income Opportunities Fund,13.56,224692386.6,n/a,2013,n/a,n/a,https://www.nasdaq.com/symbol/ivh
IVR,INVESCO MORTGAGE CAPITAL INC,15.13,1689161434,n/a,2009,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ivr
IVR^A,Invesco Mortgage Capital Inc.,25.1752,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ivr^a
IVR^B,INVESCO MORTGAGE CAPITAL INC,25.8034,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ivr^b
IVR^C,INVESCO MORTGAGE CAPITAL INC,24.8,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ivr^c
IVZ,Invesco Plc,21.78,8958114000,n/a,n/a,Finance,Investment Managers,https://www.nasdaq.com/symbol/ivz
IX,Orix Corp Ads,80.59,20659819575,n/a,n/a,Finance,Diversified Financial Services,https://www.nasdaq.com/symbol/ix
IXUS,iShares Core MSCI Total International Stock ETF,56.65,12094775000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ixus
IZEA,"IZEA Worldwide, Inc.",1.66,20041231.46,n/a,n/a,Consumer Services,Advertising,https://www.nasdaq.com/symbol/izea
JACK,Jack In The Box Inc.,80.67,2198701427,n/a,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/jack
JAG,Jagged Peak Energy Inc.,12.33,2628499931,n/a,2017,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/jag
JAGX,"Jaguar Health, Inc.",0.515,32781985.62,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/jagx
JAKK,"JAKKS Pacific, Inc.",2.3,67090799.9,n/a,1996,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/jakk
JASN,"Jason Industries, Inc.",2.15,58899202.7,n/a,2013,Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/jasn
JASNW,"Jason Industries, Inc.",0.018,0,n/a,2013,Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/jasnw
JAX,"J. Alexander&#39;s Holdings, Inc.",10.3,151360312.8,n/a,2015,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/jax
JAZZ,Jazz Pharmaceuticals plc,142.19,8589576754,n/a,2007,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/jazz
JBGS,JBG SMITH Properties,39.14,4709676121,n/a,2017,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/jbgs
JBHT,"J.B. Hunt Transport Services, Inc.",109.26,11928605270,n/a,n/a,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/jbht
JBK,Lehman ABS Corporation,26.101,0,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/jbk
JBL,Jabil Inc.,25.85,4184570366,n/a,1993,Technology,Electrical Products,https://www.nasdaq.com/symbol/jbl
JBLU,JetBlue Airways Corporation,18.23,5556253028,n/a,2002,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/jblu
JBN,Select Asset Inc.,7.15,0,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/jbn
JBR,Select Asset Inc.,7.27,0,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/jbr
JBSS,"John B. Sanfilippo & Son, Inc.",65.07,738219215.1,n/a,1991,Consumer Non-Durables,Specialty Foods,https://www.nasdaq.com/symbol/jbss
JBT,John Bean Technologies Corporation,89,2813102744,n/a,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/jbt
JCAP,"Jernigan Capital, Inc.",20.51,397171945.5,n/a,2015,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/jcap
JCAP^B,"Jernigan Capital, Inc.",24.025,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/jcap^b
JCE,Nuveen Core Equity Alpha Fund,14.25,228309025.5,n/a,2007,n/a,n/a,https://www.nasdaq.com/symbol/jce
JCI,Johnson Controls International plc,34.48,31891316801,n/a,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/jci
JCO,Nuveen Credit Opportunities 2022 Target Term Fund,9.41,260504736.8,n/a,2017,n/a,n/a,https://www.nasdaq.com/symbol/jco
JCOM,"j2 Global, Inc.",74.54,3670550187,n/a,1999,Technology,Telecommunications Equipment,https://www.nasdaq.com/symbol/jcom
JCP,"J.C. Penney Company, Inc. Holding Company",1.45,456598857.8,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/jcp
JCS,"Communications Systems, Inc.",3.04,27815768.96,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/jcs
JCTCF,Jewett-Cameron Trading Company,8.7701,37000946.66,n/a,n/a,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/jctcf
JD,"JD.com, Inc.",22.39,20657906085,922639843,2014,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/jd
JDD,Nuveen Diversified Dividend and Income Fund,10.29,203191659.9,n/a,2003,n/a,n/a,https://www.nasdaq.com/symbol/jdd
JE,"Just Energy Group, Inc.",3.77,562846278.2,n/a,n/a,Public Utilities,Oil/Gas Transmission,https://www.nasdaq.com/symbol/je
JE^A,"Just Energy Group, Inc.",18.67,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/je^a
JEC,Jacobs Engineering Group Inc.,79.43,11271442584,n/a,n/a,Basic Industries,Military/Government/Technical,https://www.nasdaq.com/symbol/jec
JEF,Jefferies Financial Group Inc.,21.94,7088218439,n/a,n/a,Consumer Non-Durables,Meat/Poultry/Fish,https://www.nasdaq.com/symbol/jef
JELD,"JELD-WEN Holding, Inc.",17.9,1878232895,n/a,2017,Basic Industries,Forest Products,https://www.nasdaq.com/symbol/jeld
JEMD,Nuveen Emerging Markets Debt 2022 Target Term Fund,7.72,109898446,n/a,2017,n/a,n/a,https://www.nasdaq.com/symbol/jemd
JEQ,"Aberdeen Japan Equity Fund, Inc. ",7.65,102426400.8,n/a,1992,n/a,n/a,https://www.nasdaq.com/symbol/jeq
JFR,Nuveen Floating Rate Income Fund,10.01,569753864.7,n/a,2004,n/a,n/a,https://www.nasdaq.com/symbol/jfr
JG,Aurora Mobile Limited,7,63420000,9060000,2018,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/jg
JGH,Nuveen Global High Income Fund,14.9,346157917.5,n/a,2014,n/a,n/a,https://www.nasdaq.com/symbol/jgh
JHA,Nuveen High Income 2020 Target Term Fund,9.91,290808613.1,n/a,2015,n/a,n/a,https://www.nasdaq.com/symbol/jha
JHB,Nuveen High Income November 2021 Target Term Fund,9.48,529663204.1,n/a,2016,n/a,n/a,https://www.nasdaq.com/symbol/jhb
JHD,Nuveen High Income December 2019 Target Term Fund,9.89,267664245.7,n/a,2016,n/a,n/a,https://www.nasdaq.com/symbol/jhd
JHG,Janus Henderson Group plc,23.7,4600137365,n/a,2017,Finance,Investment Managers,https://www.nasdaq.com/symbol/jhg
JHI,John Hancock Investors Trust,15.61,135916660.3,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/jhi
JHS,John Hancock Income Securities Trust,13.08,152337331.8,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/jhs
JHX,James Hardie Industries plc.,12.67,5594110575,n/a,n/a,Capital Goods,Building Materials,https://www.nasdaq.com/symbol/jhx
JHY,Nuveen High Income 2020 Target Term Fund,9.7924,154156073.6,n/a,2015,n/a,n/a,https://www.nasdaq.com/symbol/jhy
JILL,"J. Jill, Inc.",5.68,248487259.8,n/a,2017,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/jill
JJSF,J & J Snack Foods Corp.,156.22,2923835391,n/a,1986,Consumer Non-Durables,Specialty Foods,https://www.nasdaq.com/symbol/jjsf
JKHY,"Jack Henry & Associates, Inc.",143.19,11063786698,n/a,1985,Technology,EDP Services,https://www.nasdaq.com/symbol/jkhy
JKI,iShares Morningstar Mid-Cap ETF,158.36,451326000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/jki
JKS,JinkoSolar Holding Company Limited,9.1,355940676,n/a,2010,Technology,Semiconductors,https://www.nasdaq.com/symbol/jks
JLL,Jones Lang LaSalle Incorporated,143.65,6541328855,n/a,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/jll
JLS,Nuveen Mortgage Opportunity Term Fund,23.8,378144324.6,n/a,2009,n/a,n/a,https://www.nasdaq.com/symbol/jls
JMEI,Jumei International Holding Limited,2.09,313258983.3,n/a,2014,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/jmei
JMF,Nuveen Energy MLP Total Return Fund,10.04,409498879.6,n/a,2011,n/a,n/a,https://www.nasdaq.com/symbol/jmf
JMLP,Nuveen All Cap Energy MLP Opportunities Fund,7.1,95851569.1,n/a,2014,n/a,n/a,https://www.nasdaq.com/symbol/jmlp
JMM,Nuveen Multi-Market Income Fund,6.93,65574085.5,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/jmm
JMP,JMP Group LLC,4.9801,106834345.2,n/a,2007,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/jmp
JMPB,JMP Group LLC,25.4727,0,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/jmpb
JMPD,JMP Group LLC,25.0501,0,n/a,2017,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/jmpd
JMT,Nuven Mortgage Opportunity Term Fund 2,23.1,112526498.7,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/jmt
JMU,JMU Limited,1.14,2184104.34,1915881,2015,Technology,EDP Services,https://www.nasdaq.com/symbol/jmu
JNCE,"Jounce Therapeutics, Inc.",4.92,160527929.8,n/a,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/jnce
JNJ,Johnson & Johnson,145.3,3.89691E+11,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/jnj
JNPR,"Juniper Networks, Inc.",30.67,10574862957,n/a,1999,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/jnpr
JOB,GEE Group Inc.,2.1,22693559.7,n/a,n/a,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/job
JOBS,"51job, Inc.",63.83,2325720795,36436171,2004,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/jobs
JOE,St. Joe Company (The),15.49,939809806.7,n/a,n/a,Consumer Services,Homebuilding,https://www.nasdaq.com/symbol/joe
JOF,Japan Smaller Capitalization Fund Inc,10.36,293539131.5,n/a,1990,n/a,n/a,https://www.nasdaq.com/symbol/jof
JONE,"Jones Energy, Inc.",2.75,14143901.75,n/a,2013,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/jone
JOUT,Johnson Outdoors Inc.,73.255,737436181.8,n/a,n/a,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/jout
JP,Jupai Holdings Limited,8.79,290280573.2,n/a,2015,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/jp
JPC,Nuveen Preferred & Income Opportunities Fund,9.25,955826078.3,n/a,2003,n/a,n/a,https://www.nasdaq.com/symbol/jpc
JPI,Nuveen Preferred and Income Term Fund,22.16,504301945.3,n/a,2012,n/a,n/a,https://www.nasdaq.com/symbol/jpi
JPM,J P Morgan Chase & Co,112.38,3.7371E+11,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/jpm
JPM^A,J P Morgan Chase & Co,24.67,0,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/jpm^a
JPM^B,J P Morgan Chase & Co,25.2257,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/jpm^b
JPM^D,J P Morgan Chase & Co,24.94,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/jpm^d
JPM^E,J P Morgan Chase & Co,25.41,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/jpm^e
JPM^F,J P Morgan Chase & Co,25.26,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/jpm^f
JPM^G,J P Morgan Chase & Co,25.3,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/jpm^g
JPM^H,J P Morgan Chase & Co,25.33,0,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/jpm^h
JPS,Nuveen Preferred & Income Securities Fund,8.55,1742642771,n/a,2002,n/a,n/a,https://www.nasdaq.com/symbol/jps
JPT,Nuveen Preferred and Income 2022 Term Fund,22.065,150737025.4,n/a,2017,n/a,n/a,https://www.nasdaq.com/symbol/jpt
JQC,Nuveen Credit Strategies Income Fund,7.8,1058982522,n/a,2003,n/a,n/a,https://www.nasdaq.com/symbol/jqc
JRI,Nuveen Real Asset Income and Growth Fund,15.31,423054799.8,n/a,2012,n/a,n/a,https://www.nasdaq.com/symbol/jri
JRJC,China Finance Online Co. Limited,1.77,37558693.77,21219601,2004,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/jrjc
JRO,Nuveen Floating Rate Income Opportuntiy Fund,10.2,413724423.6,n/a,2004,n/a,n/a,https://www.nasdaq.com/symbol/jro
JRS,Nuveen Real Estate Fund,9.45,273033851,n/a,2001,n/a,n/a,https://www.nasdaq.com/symbol/jrs
JRSH,"Jerash Holdings (US), Inc.",8.23,93204750,n/a,2018,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/jrsh
JRVR,"James River Group Holdings, Ltd.",37.92,1134874955,n/a,2014,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/jrvr
JSD,Nuveen Short Duration Credit Opportunities Fund,15.9,160520803.2,n/a,2011,n/a,n/a,https://www.nasdaq.com/symbol/jsd
JSM,Navient Corporation,20.0155,0,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/jsm
JSMD,Janus Henderson Small/Mid Cap Growth Alpha ETF,41.9801,14776995.2,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/jsmd
JSML,Janus Henderson Small Cap Growth Alpha ETF,40.8468,8251053.6,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/jsml
JSYN,Jensyn Acquistion Corp.,11.49,23914159.98,n/a,2016,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/jsyn
